area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,946.0,3.0,2.0,36.61,2,3869.978858350951
Plot  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1432.0,4.0,0.0,59.56,3,4159.217877094972
Carpet  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1029.0,2.0,0.0,40.0,2,3887.269193391642
Plot  Area,Ready To Move,Bisuvanahalli,4 BHK,GrnSpce,2469.0,5.0,0.0,100.84,4,4084.24463345484
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1122.0,3.0,0.0,44.88,2,4000.0
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1190.0,2.0,3.0,44.84,2,3768.0672268907565
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,929.0,2.0,0.0,34.26,2,3687.8363832077503
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1827.0,4.0,1.0,73.41,3,4018.062397372742
Plot  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1556.0,3.0,3.0,66.05,3,4244.858611825192
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1199.0,2.0,1.0,43.24,2,3606.3386155129274
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1072.0,2.0,0.0,46.02,2,4292.910447761194
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1220.0,2.0,0.0,51.62,2,4231.147540983607
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,938.0,2.0,1.0,37.04,2,3948.827292110874
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1188.0,3.0,2.0,50.59,2,4258.4175084175085
Super built-up  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,726.0,1.0,0.0,30.55,1,4207.9889807162535
Super built-up  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,580.0,1.0,3.0,23.3,1,4017.2413793103447
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1286.0,2.0,2.0,45.86,2,3566.096423017107
Plot  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1479.0,3.0,1.0,59.03,3,3991.210277214334
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1012.0,2.0,0.0,43.09,2,4257.905138339921
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1786.0,4.0,3.0,76.9,3,4305.711086226204
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,928.0,2.0,1.0,37.96,2,4090.5172413793102
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1695.0,3.0,0.0,67.52,3,3983.480825958702
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,920.0,2.0,0.0,37.21,2,4044.5652173913045
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,911.0,3.0,2.0,36.21,2,3974.7530186608124
Carpet  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1206.0,2.0,3.0,50.45,2,4183.250414593698
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1053.0,2.0,3.0,40.52,2,3848.053181386515
Super built-up  Area,Ready To Move,Bisuvanahalli,4 BHK,GrnSpce,2313.0,4.0,2.0,82.1,4,3549.502810203199
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1010.0,2.0,3.0,39.87,2,3947.524752475247
Carpet  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1085.0,2.0,2.0,41.12,2,3789.8617511520733
Plot  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1476.0,3.0,3.0,60.62,3,4107.046070460705
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1176.0,3.0,3.0,45.68,2,3884.3537414965986
Super built-up  Area,Ready To Move,Bisuvanahalli,5 BHK,GrnSpce,4169.0,5.0,2.0,165.25,5,3963.7802830414967
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,973.0,3.0,1.0,35.03,2,3600.2055498458376
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1738.0,4.0,0.0,65.72,3,3781.3578826237053
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1429.0,3.0,2.0,57.89,3,4051.0846745976205
Built-up  Area,Ready To Move,Bisuvanahalli,5 BHK,GrnSpce,4250.0,5.0,2.0,150.78,5,3547.764705882353
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1675.0,3.0,0.0,62.81,3,3749.8507462686566
Super built-up  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,555.0,1.0,1.0,20.52,1,3697.2972972972975
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1921.0,3.0,3.0,70.13,3,3650.702758979698
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1509.0,3.0,3.0,63.36,3,4198.807157057654
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1250.0,2.0,1.0,52.8,2,4224.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1731.0,3.0,0.0,69.16,3,3995.378393991912
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1964.0,3.0,1.0,71.55,3,3643.075356415479
Plot  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,678.0,1.0,2.0,29.36,1,4330.383480825959
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1108.0,2.0,1.0,44.12,2,3981.9494584837544
Built-up  Area,Ready To Move,Bisuvanahalli,4 BHK,GrnSpce,2790.0,4.0,2.0,106.75,4,3826.1648745519715
Plot  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,637.0,1.0,2.0,26.42,1,4147.56671899529
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1451.0,3.0,0.0,61.22,3,4219.159200551344
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1007.0,2.0,1.0,40.29,2,4000.9930486593844
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1696.0,3.0,0.0,63.4,3,3738.2075471698113
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1059.0,3.0,1.0,43.15,2,4074.5986779981113
Plot  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,558.0,1.0,3.0,22.7,1,4068.1003584229393
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1649.0,4.0,3.0,65.14,3,3950.2728926622194
Carpet  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1664.0,4.0,2.0,61.05,3,3668.8701923076924
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1488.0,3.0,0.0,58.43,3,3926.7473118279568
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1617.0,3.0,1.0,59.15,3,3658.008658008658
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1096.0,2.0,3.0,42.06,2,3837.5912408759123
Super built-up  Area,Ready To Move,Bisuvanahalli,4 BHK,GrnSpce,2858.0,4.0,3.0,103.77,4,3630.860741777467
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1239.0,2.0,2.0,50.34,2,4062.953995157385
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1168.0,3.0,2.0,42.57,2,3644.6917808219177
Built-up  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,606.0,1.0,0.0,23.74,1,3917.4917491749175
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1057.0,2.0,3.0,40.98,2,3877.0104068117307
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1179.0,2.0,0.0,49.03,2,4158.608990670059
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1136.0,2.0,0.0,48.12,2,4235.915492957746
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,932.0,2.0,0.0,35.87,2,3848.712446351931
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1665.0,4.0,0.0,63.02,3,3784.984984984985
Super built-up  Area,Ready To Move,Bisuvanahalli,5 BHK,GrnSpce,3822.0,6.0,3.0,142.85,5,3737.571951857666
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,903.0,2.0,2.0,33.5,2,3709.856035437431
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1182.0,2.0,2.0,43.24,2,3658.206429780034
Plot  Area,Ready To Move,Bisuvanahalli,4 BHK,GrnSpce,2450.0,5.0,1.0,96.46,4,3937.1428571428573
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1081.0,2.0,1.0,41.85,2,3871.4153561517114
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,935.0,3.0,2.0,34.17,2,3654.5454545454545
Carpet  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1278.0,2.0,3.0,52.08,2,4075.1173708920187
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1251.0,2.0,2.0,49.97,2,3994.4044764188648
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,946.0,3.0,0.0,37.95,2,4011.6279069767447
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1957.0,3.0,3.0,76.65,3,3916.7092488502817
Super built-up  Area,Ready To Move,Bisuvanahalli,4 BHK,GrnSpce,2644.0,4.0,0.0,108.72,4,4111.951588502269
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1636.0,3.0,0.0,59.22,3,3619.804400977995
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1263.0,3.0,1.0,46.09,2,3649.2478226444973
Plot  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1970.0,4.0,2.0,71.84,3,3646.700507614213
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1147.0,2.0,1.0,45.91,2,4002.615518744551
Super built-up  Area,Ready To Move,Bisuvanahalli,4 BHK,GrnSpce,2680.0,5.0,0.0,96.99,4,3619.0298507462685
Plot  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,628.0,1.0,3.0,25.82,1,4111.464968152866
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1968.0,3.0,0.0,81.13,3,4122.459349593496
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1017.0,2.0,2.0,43.4,2,4267.453294001966
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1476.0,3.0,3.0,60.55,3,4102.303523035231
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1634.0,3.0,3.0,60.24,3,3686.658506731946
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,945.0,2.0,3.0,40.08,2,4241.269841269841
Carpet  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,991.0,2.0,3.0,39.43,2,3978.809283551968
Plot  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1797.0,4.0,3.0,74.18,3,4127.991096271564
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1442.0,3.0,1.0,64.53,3,4475.034674063801
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1406.0,3.0,3.0,61.3,3,4359.886201991465
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1150.0,2.0,3.0,50.71,2,4409.565217391304
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,936.0,2.0,1.0,40.24,2,4299.145299145299
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1192.0,2.0,1.0,55.3,2,4639.261744966443
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1082.0,2.0,3.0,48.56,2,4487.985212569316
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,985.0,2.0,3.0,46.91,2,4762.436548223351
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,543.0,1.0,3.0,24.36,1,4486.187845303867
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1227.0,2.0,3.0,58.81,2,4792.9910350448245
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1645.0,3.0,3.0,76.31,3,4638.905775075988
Built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,515.0,1.0,1.0,21.52,1,4178.640776699029
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1120.0,3.0,3.0,47.58,2,4248.214285714285
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1523.0,3.0,3.0,69.25,3,4546.946815495732
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1495.0,3.0,1.0,66.76,3,4465.551839464883
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1239.0,2.0,0.0,57.03,2,4602.905569007264
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1255.0,2.0,0.0,50.81,2,4048.605577689243
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,583.0,2.0,3.0,25.9,1,4442.53859348199
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1471.0,3.0,0.0,64.32,3,4372.535690006797
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1424.0,3.0,2.0,66.14,3,4644.662921348315
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,713.0,2.0,3.0,29.79,1,4178.1206171108
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1186.0,2.0,2.0,52.95,2,4464.586846543002
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1172.0,2.0,1.0,49.54,2,4226.962457337884
Plot  Area,Ready To Move,Electronic City,4 BHK,GrnSpce,2902.0,4.0,1.0,138.29,4,4765.334252239834
Carpet  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1292.0,2.0,1.0,55.92,2,4328.173374613003
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1013.0,3.0,1.0,46.78,2,4617.96643632774
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1905.0,3.0,0.0,82.8,3,4346.456692913386
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1173.0,3.0,0.0,55.59,2,4739.130434782609
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1181.0,2.0,2.0,55.17,2,4671.4648602878915
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1109.0,2.0,1.0,48.26,2,4351.668169522092
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1603.0,3.0,3.0,72.7,3,4535.246412975671
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1405.0,3.0,3.0,60.97,3,4339.501779359431
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1563.0,4.0,1.0,73.4,3,4696.097248880359
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1716.0,4.0,1.0,70.96,3,4135.198135198135
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1068.0,2.0,0.0,49.06,2,4593.632958801498
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,746.0,2.0,0.0,32.24,1,4321.71581769437
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,932.0,2.0,1.0,43.17,2,4631.974248927038
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1023.0,3.0,1.0,47.87,2,4679.374389051808
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1249.0,2.0,0.0,52.68,2,4217.7742193755
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1835.0,3.0,3.0,78.12,3,4257.220708446866
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1989.0,3.0,0.0,88.24,3,4436.400201106084
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1492.0,3.0,1.0,66.2,3,4436.997319034853
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1741.0,3.0,3.0,82.3,3,4727.16829408386
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1630.0,3.0,1.0,73.41,3,4503.680981595092
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,589.0,1.0,0.0,26.75,1,4541.595925297113
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1944.0,3.0,1.0,84.92,3,4368.3127572016465
Built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1707.0,3.0,0.0,75.9,3,4446.39718804921
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1130.0,3.0,3.0,49.34,2,4366.371681415929
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1724.0,4.0,1.0,76.64,3,4445.475638051044
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,993.0,2.0,2.0,40.89,2,4117.824773413898
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,955.0,2.0,1.0,41.39,2,4334.031413612565
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1278.0,2.0,3.0,60.1,2,4702.660406885759
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1822.0,3.0,2.0,76.46,3,4196.48737650933
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1845.0,3.0,2.0,74.69,3,4048.238482384824
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1026.0,2.0,0.0,46.35,2,4517.543859649123
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1840.0,3.0,0.0,85.79,3,4662.5
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,665.0,1.0,3.0,30.04,1,4517.293233082707
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1232.0,2.0,1.0,49.51,2,4018.6688311688313
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1596.0,4.0,0.0,73.48,3,4604.0100250626565
Built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,505.0,2.0,3.0,21.86,1,4328.712871287129
Plot  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,515.0,1.0,1.0,21.59,1,4192.233009708738
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1251.0,2.0,2.0,53.84,2,4303.756994404476
Built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1663.0,3.0,1.0,77.36,3,4651.834034876729
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1409.0,3.0,0.0,60.95,3,4325.762952448545
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1057.0,2.0,1.0,51.02,2,4826.868495742668
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1150.0,2.0,1.0,53.25,2,4630.434782608696
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1052.0,2.0,0.0,49.41,2,4696.768060836502
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1834.0,4.0,1.0,75.22,3,4101.417666303162
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1864.0,3.0,2.0,78.6,3,4216.738197424892
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1259.0,2.0,0.0,60.08,2,4772.041302621128
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1099.0,3.0,1.0,49.14,2,4471.337579617834
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,974.0,3.0,2.0,46.61,2,4785.420944558521
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1594.0,4.0,3.0,67.05,3,4206.398996235885
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1289.0,2.0,2.0,52.43,2,4067.4941815360744
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1289.0,2.0,0.0,55.52,2,4307.214895267649
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,985.0,2.0,1.0,43.66,2,4432.48730964467
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1203.0,2.0,1.0,49.13,2,4083.956774729842
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1462.0,4.0,2.0,65.52,3,4481.532147742818
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1223.0,2.0,2.0,57.59,2,4708.912510220769
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,936.0,2.0,0.0,39.09,2,4176.282051282052
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1891.0,3.0,0.0,90.92,3,4808.038075092543
Built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,743.0,1.0,1.0,33.34,1,4487.21399730821
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1295.0,3.0,3.0,53.36,2,4120.46332046332
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1669.0,3.0,0.0,74.19,3,4445.176752546435
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1184.0,2.0,3.0,56.42,2,4765.2027027027025
Built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1510.0,3.0,0.0,68.73,3,4551.6556291390725
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1473.0,4.0,2.0,69.19,3,4697.216564833673
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,913.0,2.0,3.0,39.87,2,4366.922234392114
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1082.0,2.0,1.0,49.68,2,4591.497227356746
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1258.0,2.0,1.0,52.08,2,4139.904610492846
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1197.0,2.0,0.0,50.11,2,4186.299081035923
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1488.0,3.0,2.0,66.34,3,4458.333333333333
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,518.0,2.0,1.0,22.33,1,4310.810810810811
Built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1864.0,3.0,3.0,90.23,3,4840.665236051502
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1023.0,2.0,3.0,47.47,2,4640.273704789834
Built-up  Area,Ready To Move,Electronic City,4 BHK,GrnSpce,2761.0,4.0,1.0,130.44,4,4724.375226367259
Carpet  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1075.0,3.0,0.0,46.19,2,4296.7441860465115
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1038.0,2.0,0.0,49.02,2,4722.543352601156
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1296.0,2.0,3.0,56.72,2,4376.543209876543
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1042.0,2.0,2.0,43.85,2,4208.253358925144
Plot  Area,Ready To Move,Electronic City,4 BHK,GrnSpce,2852.0,4.0,3.0,125.14,4,4387.798036465638
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1453.0,4.0,3.0,66.34,3,4565.726083964212
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1187.0,2.0,1.0,48.56,2,4090.9856781802864
Plot  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1817.0,3.0,1.0,77.91,3,4287.8370941111725
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1899.0,4.0,1.0,83.55,3,4399.684044233807
Plot  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1517.0,3.0,1.0,70.66,3,4657.877389584707
Plot  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1454.0,3.0,2.0,65.56,3,4508.940852819807
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1212.0,2.0,1.0,48.68,2,4016.5016501650166
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1970.0,3.0,2.0,80.78,3,4100.507614213198
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1049.0,2.0,2.0,46.8,2,4461.39180171592
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1147.0,3.0,3.0,51.21,2,4464.690496948561
Carpet  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1781.0,3.0,0.0,74.82,3,4201.010668163953
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1266.0,2.0,3.0,53.47,2,4223.538704581359
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1060.0,3.0,3.0,48.16,2,4543.396226415094
Built-up  Area,Ready To Move,Electronic City Phase II,4 BHK,GrnSpce,3080.0,4.0,3.0,129.5,4,4204.545454545455
Built-up  Area,Ready To Move,Electronic City Phase II,4 BHK,GrnSpce,2912.0,5.0,2.0,130.5,4,4481.456043956044
Plot  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,950.0,3.0,0.0,40.97,2,4312.631578947368
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1207.0,3.0,3.0,53.23,2,4410.107705053852
Super built-up  Area,Ready To Move,Electronic City Phase II,4 BHK,GrnSpce,2890.0,4.0,3.0,126.15,4,4365.051903114187
Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,GrnSpce,537.0,1.0,3.0,24.97,1,4649.9068901303535
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,946.0,2.0,2.0,38.25,2,4043.340380549683
Super built-up  Area,Ready To Move,Electronic City Phase II,5 BHK,GrnSpce,4794.0,5.0,1.0,199.52,5,4161.869002920317
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,962.0,2.0,2.0,41.86,2,4351.351351351352
Plot  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1198.0,2.0,0.0,48.63,2,4059.2654424040065
Super built-up  Area,Ready To Move,Electronic City Phase II,4 BHK,GrnSpce,2482.0,5.0,1.0,114.47,4,4612.006446414182
Plot  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1844.0,3.0,3.0,75.65,3,4102.494577006508
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1838.0,4.0,2.0,84.23,3,4582.698585418933
Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,GrnSpce,529.0,1.0,2.0,23.52,1,4446.124763705104
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1182.0,2.0,2.0,49.5,2,4187.8172588832485
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,933.0,2.0,3.0,40.9,2,4383.708467309753
